timestamp,switch_id,porta,tx_bytes,rx_bytes,tx_pacotes,rx_pacotes
2026-06-25 02:03:32,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:32,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:35,1,1,53984,3937870,126,3795
2026-06-25 02:03:35,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:35,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:38,1,1,53984,3937870,126,3795
2026-06-25 02:03:38,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:38,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:41,1,1,53984,3937870,126,3795
2026-06-25 02:03:41,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:41,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:44,1,1,53984,3937870,126,3795
2026-06-25 02:03:44,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:44,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:47,1,1,53984,3937870,126,3795
2026-06-25 02:03:47,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:47,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:50,1,1,53984,3937870,126,3795
2026-06-25 02:03:50,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:50,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:53,1,1,53984,3937870,126,3795
2026-06-25 02:03:53,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:53,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:56,1,1,53984,3937870,126,3795
2026-06-25 02:03:56,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:56,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:59,1,1,53984,3937870,126,3795
2026-06-25 02:03:59,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:59,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:04:02,1,1,53984,3937870,126,3795
2026-06-25 02:04:02,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:02,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:04:05,1,1,53984,3937870,126,3795
2026-06-25 02:04:05,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:05,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:04:08,1,1,53984,3937870,126,3795
2026-06-25 02:04:08,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:08,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:04:11,1,1,53984,3937870,126,3795
2026-06-25 02:04:11,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:11,1,3,54176809262,4099308,1050591,61352
2026-06-25 02:04:14,1,1,53984,3937870,126,3795
2026-06-25 02:04:14,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:14,1,3,54176809262,4099308,1050591,61352
2026-06-25 02:04:17,1,1,53984,3937870,126,3795
2026-06-25 02:04:17,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:17,1,3,54176809262,4099308,1050591,61352
2026-06-25 02:04:20,1,1,53984,3937870,126,3795
2026-06-25 02:04:20,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:20,1,3,54176809262,4099308,1050591,61352
2026-06-25 02:04:23,1,1,53984,3937870,126,3795
2026-06-25 02:04:23,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:23,1,3,54176809262,4099308,1050591,61352
2026-06-25 02:04:26,1,1,53984,3937870,126,3795
2026-06-25 02:04:26,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:26,1,3,54176809262,4099308,1050591,61352
2026-06-25 02:04:29,1,1,53984,3937870,126,3795
2026-06-25 02:04:29,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:04:29,1,3,54176809262,4099308,1050591,61352
